iddetalle_venta,idventa,idarticulo,cantidad,precio,descuento
26736,324,257,4,410.23,58.98
26737,472,144,9,161.23,36.38
26738,9,249,3,247.75,44.77
26739,881,217,9,449.51,109.25
26740,592,187,6,439.01,32.3
26741,126,105,3,348.11,85.06
26742,610,284,7,745.4,63.6
26743,688,15,9,491.04,105.68
26744,103,267,2,384.52,26.11
26745,395,100,2,701.34,171.81
26746,36,120,5,298.84,26.86
26747,419,27,8,257.2,40.3
26748,101,257,9,341.51,56.7
26749,173,223,8,89.01,8.23
26750,586,117,9,598,41.85
26751,373,24,4,228.7,30.21
26752,516,139,9,383.75,81.33
26753,468,120,3,249.69,20.18
26754,810,90,5,311.45,50.5
26755,790,168,9,98.61,13.75
26756,511,187,7,514.41,109.21
26757,857,278,6,659.73,56.87
26758,867,64,1,132.97,8.01
26759,841,88,8,108.33,18.88
26760,312,108,2,665.14,97.73
26761,827,237,7,635.1,118.2
26762,266,144,10,573.11,74.14
26763,515,165,6,638.63,77.71
26764,858,214,4,347.06,27.26
26765,168,255,4,337.23,40.79
26766,381,118,4,44.63,5.32
26767,154,87,8,611.92,88.76
26768,124,100,5,124.1,11.49
26769,135,100,7,531.6,62.12
26770,663,49,6,115.07,6.91
26771,445,160,6,78.38,11.72
26772,41,263,5,624.34,68.75
26773,54,280,5,444.97,44.92
26774,979,145,2,13.09,1.43
26775,188,163,1,150.34,36.02
26776,248,184,8,293.98,58.59
26777,927,153,3,678.98,134.59
26778,100,261,2,437.38,46.21
26779,139,164,3,429.2,82.54
26780,156,118,6,119.05,26.9
26781,334,84,1,321.17,47.35
26782,846,102,6,308.09,48.52
26783,88,53,1,308.65,17.87
26784,556,259,7,47.73,4.44
26785,826,272,8,573.45,104.8
26786,491,106,7,36.45,7.34
26787,4,93,7,538.72,130.48
26788,899,32,7,99.37,9.27
26789,712,63,3,719.84,94.81
26790,671,115,10,176.48,33.14
26791,977,191,10,220.03,42.39
26792,332,57,2,260.99,24.81
26793,608,239,7,235.33,41.58
26794,55,85,1,560.46,34.91
26795,197,247,2,355.88,62.87
26796,658,76,9,367.67,70.41
26797,99,9,8,508.55,82.64
26798,185,42,9,237.36,40.41
26799,255,135,2,332,82.37
26800,63,113,7,417.87,28.74
26801,112,223,6,245.18,60.54
26802,661,177,9,742.57,170.69
26803,24,232,3,295.61,55.91
26804,131,217,5,485.12,107.88
26805,420,267,7,279.96,58.82
26806,976,246,4,721.74,163.44
26807,599,147,10,640.34,69.59
26808,864,216,5,412.66,27.59
26809,278,126,1,592.1,66.43
26810,497,238,8,580.12,70.25
26811,816,273,5,43.75,3.05
26812,25,68,8,654,42.24
26813,737,15,7,709.99,128.62
26814,492,94,9,155.47,30.9
26815,661,16,5,201.36,47.14
26816,692,268,8,275.28,62.84
26817,66,268,1,32.88,2.01
26818,390,274,4,665.04,43.9
26819,256,228,8,3.67,0.36
26820,563,167,4,321.43,65.54
26821,440,55,2,624.63,131.99
26822,100,5,4,206.99,45
26823,612,285,5,145.41,15.98
26824,870,29,9,431.16,77.93
26825,253,64,1,40.24,9.98
26826,827,126,1,416.17,78.62
26827,264,55,4,200.22,33.42
26828,612,283,4,685.18,86.45
26829,211,215,4,494.46,30.45
26830,474,26,7,681.85,91.54
26831,227,97,4,334.41,75.25
26832,585,204,4,744.69,110.22
26833,585,90,7,657.74,55.09
26834,165,160,10,376.5,35.5
26835,694,120,2,7.4,1.1
26836,648,231,3,579.6,127.59
26837,193,189,1,61.57,9.37
26838,153,238,6,214.72,16.26
26839,830,247,9,25.36,4.93
26840,569,186,10,663.06,164.33
26841,46,109,8,346.57,29.11
26842,401,101,6,89.43,13.98
26843,807,58,6,435.75,61.93
26844,203,28,3,621.98,81.42
26845,509,260,5,29.58,3.45
26846,162,217,3,706.65,92.42
26847,331,299,7,565.55,66.41
26848,669,249,6,494.9,38.84
26849,735,139,10,214.72,32.61
26850,127,218,5,100.06,15.18
26851,763,212,4,177.15,16.63
26852,590,48,10,171.06,13.79
26853,490,1,6,434.44,42.77
26854,887,115,10,168.52,38.01
26855,225,134,2,173.64,43.18
26856,623,221,4,484.2,63.16
26857,629,278,7,723.68,153.47
26858,829,125,10,401.21,65.09
26859,806,291,5,449.49,46.93
26860,596,71,6,719.14,109.46
26861,236,135,6,166.73,10.65
26862,744,53,10,450.53,25.99
26863,421,274,1,127.77,22.63
26864,546,233,1,716.1,104.7
26865,506,35,8,421.24,88.52
26866,439,137,3,398.67,48.26
26867,374,21,1,21.13,4.04
26868,995,129,3,709.15,144.87
26869,365,208,3,708.48,61.96
26870,790,260,4,164.55,35.33
26871,8,250,5,564.16,70.59
26872,551,15,7,201.67,29.58
26873,755,254,9,179.15,15.54
26874,959,155,9,436.05,58.57
26875,2,163,6,516,80.86
26876,968,6,10,313.74,21.27
26877,785,144,8,626.38,108.07
26878,543,262,9,269.28,64.16
26879,872,76,3,320.82,17.86
26880,576,70,4,127.9,30.17
26881,785,145,8,17.52,3.65
26882,148,46,9,159.75,13.31
26883,317,28,9,450.66,36.49
26884,801,135,7,143.69,8.73
26885,275,138,5,668.3,121.33
26886,692,87,9,189.3,23.86
26887,329,22,6,34.95,2.88
26888,534,269,7,139.72,12.51
26889,914,21,4,313.05,34.46
26890,725,74,8,45.35,3.87
26891,376,198,1,715.23,174.91
26892,746,20,3,746.63,135.56
26893,695,26,1,64.24,15.79
26894,302,55,1,321.2,59.6
26895,499,37,8,685.39,117.85
26896,149,133,1,468.25,81.29
26897,926,130,10,744.19,89.15
26898,515,89,4,633.74,42.03
26899,101,228,1,298.96,39.39
26900,566,141,4,48.06,11.67
26901,648,168,1,740.11,142.57
26902,870,269,1,598.63,105.54
26903,576,7,2,39.53,2.18
26904,599,71,6,261.6,27.03
26905,392,283,3,484.54,78.58
26906,954,32,4,748.58,173.75
26907,191,193,7,179.03,42.06
26908,425,193,3,202.49,19.8
26909,572,227,3,714.63,174.88
26910,605,266,3,316.18,44.41
26911,213,78,4,731.36,166.94
26912,116,136,1,727,64.46
26913,127,79,5,489.98,30.45
26914,248,246,3,434.23,22.89
26915,45,292,7,484.98,39.11
26916,621,286,6,564.66,67.32
26917,590,230,4,107.49,24.36
26918,100,203,3,629.7,67.75
26919,195,208,6,746.66,97.95
26920,52,75,8,512.25,60.99
26921,723,15,4,241.88,27.81
26922,794,45,6,593.61,55.63
26923,385,253,7,454.47,73.94
26924,916,112,8,719.3,152.09
26925,578,143,5,404.81,65.08
26926,118,95,9,532.02,87.7
26927,114,187,9,114.17,22.65
26928,953,196,2,89.45,13.52
26929,798,186,5,134.9,13.18
26930,145,139,10,257.15,31.33
26931,184,196,8,369.13,66.87
26932,578,203,2,718.05,65.1
26933,186,87,1,322.46,30.21
26934,311,41,10,344.67,37.19
26935,556,267,1,343.43,58.55
26936,914,278,5,236.64,25.9
26937,62,221,3,681.79,44.66
26938,27,67,9,105.39,18.06
26939,968,205,6,41.99,2.81
26940,402,41,4,215.47,17.93
26941,418,255,9,294.66,60.88
26942,530,122,1,532.86,105.83
26943,183,14,6,382.61,56.56
26944,395,151,10,23.17,2.72
26945,840,81,4,542.24,133.05
26946,882,39,6,417.61,103.35
26947,816,229,1,438.2,43.17
26948,46,32,5,21.88,1.15
26949,948,92,3,496.37,99.96
26950,675,253,4,351.88,56.29
26951,688,189,3,12.34,0.88
26952,619,142,6,62.76,8.09
26953,807,300,7,244.56,22.05
26954,678,110,10,441.22,44.82
26955,980,213,6,483.75,77.39
26956,78,12,4,432.95,53.74
26957,114,154,10,374.16,70.97
26958,374,197,6,516.95,121.75
26959,259,252,9,228.25,15.02
26960,13,92,7,552.93,40.55
26961,124,144,6,450.62,36.21
26962,112,295,4,321.03,76.31
26963,510,88,6,123.74,24.09
26964,548,86,5,531.57,35.33
26965,886,130,4,491.22,78.71
26966,748,84,1,668.29,132.5
26967,990,75,3,626.63,48.21
26968,319,68,1,475.79,48.03
26969,81,64,9,29.02,2.39
26970,888,285,1,711.28,97.09
26971,551,12,4,448.04,103.12
26972,422,253,4,305.88,57.4
26973,135,145,10,534.28,68.87
26974,593,181,8,64.58,3.49
26975,452,208,10,635.67,54.66
26976,374,38,6,51.08,12.54
26977,309,112,8,321.45,39.79
26978,454,215,8,131.71,23.24
26979,487,90,3,662.41,55.31
26980,223,289,6,671.56,142.23
26981,397,127,6,353.82,58.32
26982,897,34,3,568.78,136.78
26983,548,289,7,347.7,32.31
26984,427,259,9,730.71,99.24
26985,293,116,5,245.68,59.37
26986,373,182,9,600.97,148.98
26987,909,275,2,456.59,99.18
26988,624,233,2,33.13,3.48
26989,915,185,3,632.79,105.15
26990,141,254,8,659.36,124.53
26991,350,82,1,398.2,43.25
26992,889,56,3,673.17,76.17
26993,63,7,6,289.14,18.62
26994,467,94,5,192.31,46.74
26995,130,42,3,736.04,171.02
26996,757,8,9,395.89,67.03
26997,442,232,7,211.07,23.63
26998,457,100,2,3.28,0.69
26999,422,259,2,313.31,24.61
27000,728,128,9,166.14,17.88
27001,655,116,4,171.2,27.33
27002,526,14,6,253.26,28.03
27003,144,157,7,601.88,33.46
27004,906,52,9,294.65,64.13
27005,988,216,8,215.05,23.9
27006,567,292,2,185.58,14.96
27007,275,54,5,92.08,22.14
27008,739,299,2,727.14,111.89
27009,550,7,8,711.72,134.53
27010,916,284,5,543.72,60.08
27011,185,112,7,467.46,102.21
27012,153,149,5,54.73,13.22
27013,139,232,10,582.22,142.32
27014,601,158,2,484.49,120.29
27015,340,271,8,597.27,88.83
27016,632,251,1,518.77,116.5
27017,491,140,3,20.61,1.45
27018,811,184,9,418.14,56.15
27019,363,113,5,669.93,58.99
27020,951,203,4,540.21,32.68
27021,109,209,5,448.54,39.07
27022,898,190,1,108.04,19.54
27023,490,154,1,328.22,73.5
27024,684,267,8,161.82,29.32
27025,128,238,1,693.99,61.01
27026,377,41,9,636.22,125.62
27027,361,16,3,638.56,54.84
27028,883,76,6,430.82,23.38
27029,839,37,1,307.11,50.51
27030,262,229,5,41.64,6.22
27031,255,137,3,391.86,77.94
27032,404,66,3,490.67,44.46
27033,349,245,4,481.23,26.4
27034,918,256,7,487.85,41.12
27035,154,32,2,419.9,67.38
27036,587,208,10,676.46,82.76
27037,533,168,3,206.72,45.51
27038,108,247,4,548.06,79.27
27039,177,269,8,98.17,12.88
27040,433,112,4,327.93,54.16
27041,357,203,7,40.76,4.87
27042,315,26,8,291.37,36.27
27043,181,99,4,49.5,6.55
27044,730,50,2,22.11,1.6
27045,346,104,3,251.61,13.11
27046,973,9,7,174.96,13.92
27047,267,1,6,655.06,40.09
27048,294,236,5,28.54,4.66
27049,574,43,6,18.85,1.23
27050,55,68,6,627.22,142.49
27051,225,64,7,542.91,123.78
27052,101,7,4,451.08,90.13
27053,510,90,9,223.54,36.87
27054,475,286,3,722.98,103.24
27055,533,56,9,674.17,112.71
27056,466,24,4,268.1,52.23
27057,654,205,9,180.53,35.13
27058,941,161,3,625.63,130.42
27059,667,29,3,642.92,112.54
27060,247,4,6,620.13,66.77
27061,974,194,8,171.36,35.89
27062,460,282,8,102.75,16.95
27063,382,249,5,498.34,58.32
27064,280,118,2,325.81,64.95
27065,615,264,4,335.57,79.16
27066,772,58,10,337.26,53.03
27067,925,201,5,211.5,26.11
27068,372,264,8,678.84,125.04
27069,60,83,4,570.71,80.77
27070,149,244,2,255.17,26.82
27071,996,213,2,664.45,37.98
27072,576,58,8,543.74,65.11
27073,56,121,7,338.68,83.56
27074,647,50,9,107.22,24.12
27075,888,202,5,501.98,89.03
27076,798,231,3,517.07,64.03
27077,224,240,1,300.01,59.4
27078,697,292,1,485.41,36.58
27079,725,88,3,291.65,18.06
27080,194,6,7,368.96,42.01
27081,526,159,10,38.6,5.23
27082,720,204,6,37.4,8.36
27083,321,14,8,645.73,119.5
27084,313,139,4,311.41,56.17
27085,84,292,1,182.8,21.72
27086,181,231,9,560.24,107.67
27087,600,296,3,490.64,52.22
27088,161,99,10,37.29,7.66
27089,367,102,3,6.81,1.47
27090,461,67,9,596.51,67.69
27091,454,237,9,33.16,6.64
27092,212,278,9,307.96,62.58
27093,83,254,2,326.3,46.96
27094,550,125,6,463.73,62.47
27095,916,92,2,174.6,31.58
27096,386,263,5,498.16,123.36
27097,140,291,7,58.6,9.46
27098,627,80,10,21.53,3.68
27099,771,148,4,457.32,60.24
27100,884,245,9,651.9,76.67
27101,562,64,1,18.48,3.26
27102,321,80,10,689.42,154.86
27103,452,296,8,53.15,12.39
27104,14,72,6,78.93,6.57
27105,592,19,8,705.63,111.62
27106,664,114,9,600.96,43.27
27107,213,255,4,366.62,60.43
27108,205,281,6,142.66,31.62
27109,398,245,9,609.71,115.23
27110,652,20,2,593.97,108.63
27111,540,23,2,210.6,26.97
27112,116,136,4,516.58,28.53
27113,562,12,7,282.63,28.27
27114,485,287,1,206.39,22.3
27115,57,111,7,273.35,61.6
27116,639,183,5,120.88,27.66
27117,445,141,10,328.73,22.12
27118,11,157,3,331.14,79.14
27119,948,134,3,444.33,93.26
27120,757,30,5,723.78,136.36
27121,677,193,4,151.99,19.69
27122,193,238,6,596.15,43.61
27123,816,113,10,731.63,68.8
27124,370,181,7,369.51,57.5
27125,839,63,1,28.54,6.82
27126,330,28,8,437.61,48.68
27127,444,296,9,718.67,138.34
27128,581,196,5,25.2,5.39
27129,141,264,3,48.46,3.88
27130,563,222,6,183.82,19.78
27131,995,160,4,537.45,67.98
27132,400,28,9,140.42,10.27
27133,312,247,8,315.14,78.47
27134,16,208,6,291.29,36.69
27135,700,117,7,477.21,110.68
27136,423,197,10,740.22,83.92
27137,110,107,10,435.91,52.73
27138,887,111,8,621.71,68.83
27139,13,219,8,502.65,31.89
27140,674,105,5,221.97,13.57
27141,483,54,3,146.31,11.34
27142,360,251,2,113.55,28.32
27143,148,215,6,124.24,10.32
27144,326,177,8,734.03,117.85
27145,73,152,2,77.76,18.34
27146,975,169,6,554.32,110.23
27147,838,90,1,135.35,13.81
27148,869,36,10,135.14,26.67
27149,904,142,7,321.18,64.49
27150,622,278,2,380.11,60.86
27151,723,82,10,336.5,40.69
27152,716,58,5,621.67,88.74
27153,367,150,1,473.34,48.03
27154,940,177,3,448.45,89.34
27155,302,244,1,80.46,8.57
27156,664,280,1,616.33,111.87
27157,301,220,2,719.58,103.91
27158,728,3,5,455.89,26.42
27159,479,85,10,566.11,40.19
27160,918,257,7,303.05,67.54
27161,228,57,4,67.22,12
27162,370,292,2,502.71,89.36
27163,962,252,5,419.5,96.24
27164,387,300,7,276.6,55.44
27165,719,70,4,507.05,43.75
27166,457,90,2,569.6,85.99
27167,856,143,9,459.2,86.43
27168,629,287,4,560.97,33.78
27169,191,203,3,11.33,1.57
27170,87,286,10,259.06,50.99
27171,357,224,8,318.86,44.13
27172,409,230,7,475.18,38.96
27173,631,97,8,623.69,91.2
27174,107,155,5,442.87,84.61
27175,887,77,4,203.76,31.54
27176,587,173,4,196.46,22.56
27177,656,259,7,668.94,150.46
27178,587,168,8,526.96,76.17
27179,988,150,7,184.16,38.52
27180,360,62,5,219.48,29.85
27181,822,143,8,385.78,43.95
27182,88,91,8,189.91,20.51
27183,653,194,10,298.34,22.34
27184,867,196,8,660.44,138.75
27185,874,223,5,490.19,31.84
27186,482,119,6,670.01,140.96
27187,573,128,6,108.78,5.52
27188,691,237,3,111.68,22.09
27189,93,290,3,306.37,51.57
27190,621,217,1,291.18,34.86
27191,487,10,6,566.67,68.64
27192,170,80,7,363.54,77.95
27193,693,148,1,8.75,2.13
27194,861,300,5,606.11,102.56
27195,139,158,3,60.07,9.62
27196,797,13,3,616.96,82.55
27197,95,178,6,620.72,83.09
27198,870,298,4,339.4,69.46
27199,746,10,8,573.73,92.74
27200,163,216,7,40.45,5.4
27201,606,158,6,368.37,23.99
27202,64,265,4,170.37,18.83
27203,906,54,7,301.28,46.17
27204,218,265,3,145.38,30.89
27205,502,119,1,363.89,41.36
27206,889,120,5,594.75,46.02
27207,126,125,4,287.42,65.94
27208,988,36,2,51.2,3.43
27209,105,151,8,104.41,13.03
27210,593,286,5,357.25,85.12
27211,685,9,2,22.22,5.1
27212,882,89,7,504.02,52.21
27213,104,292,3,116.61,8.08
27214,738,219,5,381.52,77.86
27215,284,204,2,145.05,21.08
27216,171,212,8,243,38.15
27217,820,71,1,112.23,25.24
27218,373,292,9,241.9,20.99
27219,186,251,2,264.01,54.57
27220,86,38,10,241.3,58.12
27221,806,159,7,527.15,94.2
27222,460,135,2,435.43,94.52
27223,78,40,9,321.28,47.68
27224,752,21,10,391.66,37.34
27225,119,255,7,116.67,12.95
27226,896,83,5,615.18,34.3
27227,859,247,8,70.73,7.77
27228,766,159,7,326.89,16.6
27229,665,175,6,430.07,90.43
27230,121,92,5,399.22,79.57
27231,773,263,4,498.93,71.32
27232,170,147,3,505.75,62.64
27233,131,172,3,90.96,4.95
27234,626,294,8,12.98,2.21
27235,635,129,1,711.34,72.25
27236,135,171,7,588.68,131.51
27237,747,229,7,690.81,59.3
27238,479,286,1,502.29,52.02
27239,190,236,10,669.21,34.87
27240,849,114,6,538.19,45.91
27241,343,255,10,259.1,31.7
27242,805,13,2,746.29,177.38
27243,694,166,8,713.96,141.38
27244,647,234,1,258.39,54.7
27245,185,190,8,189.15,43.8
27246,468,41,5,168.02,35.13
27247,669,129,2,431.08,28.06
27248,728,276,8,465.34,84.79
27249,905,237,2,584.92,45.23
27250,797,49,9,298.39,51.99
27251,963,173,4,217.45,52.71
27252,31,238,7,133.38,10.69
27253,127,165,6,378.36,46.17
27254,268,269,9,736.83,141.66
27255,928,36,4,63.44,11.81
27256,255,80,9,199.97,37.94
27257,743,206,8,47.57,9.44
27258,994,19,9,21.5,4.06
27259,186,91,6,677.27,79.28
27260,712,259,6,492.34,50.63
27261,815,226,10,512.5,112.75
27262,404,156,1,538.37,125.08
27263,974,20,8,538.96,59.04
27264,378,7,8,161.68,28.86
27265,144,193,2,131.87,23.84
27266,594,152,8,246.78,56.93
27267,767,91,1,168.45,35.1
27268,748,222,4,378.59,59.87
27269,997,160,6,302.37,44.41
27270,151,253,1,621.53,81.88
27271,790,76,9,513.79,118.53
27272,69,141,1,406.31,23.01
27273,643,22,5,685.43,47.19
27274,766,189,9,653.17,78.73
27275,708,136,10,300.87,46.93
27276,594,18,5,294.02,27.18
27277,451,165,10,360.24,79.75
27278,621,15,6,622.6,89.72
27279,807,249,1,496.49,58.55
27280,714,77,3,429.94,45.64
27281,978,57,6,157.05,19
27282,915,153,5,416.1,78.89
27283,275,45,4,173.25,15.49
27284,411,169,5,309,28.41
27285,832,214,5,438.12,47.81
27286,978,118,4,690.74,130.18
27287,226,163,4,410.58,83.35
27288,494,78,2,735.33,87.87
27289,795,41,9,349.24,31.96
27290,716,34,6,566.69,58.97
27291,994,274,9,432.83,35.41
27292,348,172,5,739.75,59.77
27293,293,215,4,47.79,11.1
27294,432,291,4,57.77,12.06
27295,985,70,2,399.84,95.15
27296,88,113,10,473.36,65.15
27297,10,277,5,168.6,28.47
27298,794,245,4,607.56,49.28
27299,879,177,5,162.05,35.04
27300,289,50,8,320.64,73.52
27301,295,100,4,168.53,35.33
27302,266,35,2,337.35,43.72
27303,954,36,5,688.52,129.3
27304,312,160,7,120.6,7.55
27305,876,113,5,652.64,36.3
27306,694,183,2,694.69,79.27
27307,620,138,8,217.22,41.6
27308,787,127,1,256.67,39.14
27309,365,158,3,548.27,43.85
27310,769,281,9,153.23,21.44
27311,84,163,8,739.77,131.36
27312,304,16,2,46.67,9.44
27313,619,148,8,414.69,84.73
27314,975,55,1,664.2,128.26
27315,975,182,10,580.14,41.19
27316,589,18,10,283.02,38.5
27317,499,56,10,496.25,98.74
27318,959,254,6,176.37,41.95
27319,473,31,10,114.21,8.85
27320,447,82,7,619.64,123.9
27321,217,2,5,243.81,30.27
27322,694,245,7,171.91,24.01
27323,20,243,1,491.62,87.53
27324,940,149,6,380.11,64.55
27325,969,157,5,615.9,102.69
27326,113,221,3,411.92,93.58
27327,382,36,6,286.74,28
27328,647,167,3,55.7,3.25
27329,724,173,3,708.15,156.77
27330,735,289,5,714.85,127.5
27331,762,102,10,183.57,29.47
27332,31,159,1,666.46,34.14
27333,717,299,8,4.87,0.5
27334,22,62,9,317.31,77.65
27335,229,86,1,126.94,12.01
27336,986,55,5,351.21,39.83
27337,780,116,8,574.38,34.94
27338,400,88,3,305.98,29.66
27339,343,141,8,94.58,6.78
27340,23,298,1,456.01,28.51
27341,480,65,8,31.49,6
27342,984,69,7,154.16,34.43
27343,653,132,8,560.48,122.08
27344,999,232,4,204.93,30.03
27345,664,106,2,342.95,51.72
27346,596,46,7,177.62,13.13
27347,951,168,4,169.54,18.81
27348,765,55,6,119.42,11.18
27349,64,278,8,471.07,70.86
27350,701,260,5,731.26,74.53
27351,780,156,7,238.41,48.28
27352,67,216,1,622.32,67.43
27353,428,292,4,499.94,46.6
27354,250,47,2,720.64,106.69
27355,760,146,4,711.36,105.86
27356,958,24,1,173.06,28.76
27357,897,229,2,283.1,46.04
27358,473,160,2,723.31,178.45
27359,664,283,4,103.4,10.23
27360,379,34,3,679.71,79.93
27361,895,284,1,230.21,40.28
27362,542,291,10,720.73,59
27363,188,103,10,400.4,55.77
27364,197,2,4,656.36,122.26
27365,426,256,2,311.46,65.82
27366,584,263,3,565.3,35.54
27367,907,252,7,439.14,81.61
27368,803,23,1,216.7,34.35
27369,464,112,4,129.67,17.32
27370,202,83,9,683.19,142.65
27371,132,292,4,413.01,59.04
27372,608,243,10,40.47,4.95
27373,309,180,8,724.9,108.56
27374,302,72,1,1.49,0.18
27375,848,163,1,626.54,109.63
27376,347,9,8,299.55,21.67
27377,32,168,1,743.38,75.37
27378,459,163,5,54.51,13.54
27379,224,148,2,460.77,103.88
27380,270,154,5,3.01,0.39
27381,936,48,8,578.3,124.62
27382,982,268,9,599.61,44.74
27383,700,61,7,517.73,70.91
27384,808,296,8,177.1,39.92
27385,221,137,4,213.36,45.35
27386,33,159,9,454.96,79.64
27387,523,84,9,146.73,33.13
27388,45,295,7,683.39,149.29
27389,224,151,6,444.41,94.81
27390,942,107,1,136.14,16.36
27391,660,233,8,535.89,36.31
27392,159,2,8,419.27,75.73
27393,765,237,3,191.46,22.56
27394,808,147,6,198.94,24.55
27395,207,159,10,684.27,142.37
27396,569,38,9,685.49,98.68
27397,654,183,9,577.61,88.45
27398,545,173,10,322.68,58.59
27399,184,58,10,284.73,19.04
27400,791,32,2,54.7,7.66
27401,484,50,7,217.21,15
27402,489,93,8,261.01,47.17
27403,125,108,5,220.25,23.75
27404,669,251,10,650.23,89.48
27405,549,153,4,271.15,24.23
27406,978,102,2,516.55,86.13
27407,374,281,5,688.95,90.7
27408,320,156,9,137.71,20.18
27409,264,240,5,629.71,46.88
27410,262,235,7,557.12,69.93
27411,125,191,5,31.88,5.6
27412,618,126,10,159.8,15.49
27413,861,73,9,747.27,177.34
27414,503,158,1,335.24,30.28
27415,601,289,10,674.59,103.3
27416,686,169,2,415.1,23.02
27417,739,23,10,341.76,84.94
27418,848,137,7,335.14,51.1
27419,175,297,5,585.64,52.26
27420,744,1,8,377.71,70.92
27421,742,26,6,622.82,146.7
27422,644,127,6,104.97,11.61
27423,17,64,2,501.88,96.1
27424,61,209,1,563.42,121.25
27425,972,51,7,101.2,14.06
27426,646,200,5,541.23,82.92
27427,641,100,5,386.42,72.48
27428,914,172,1,379.41,37.45
27429,72,62,10,352.7,31.76
27430,180,13,4,176.25,27.15
27431,666,146,5,687.96,97.74
27432,504,59,9,559.34,57.73
27433,275,287,1,353.43,46.34
27434,95,25,4,353.72,24.99
27435,575,165,4,294.19,67.01
27436,8,209,2,269.86,15.59
27437,305,170,1,501.24,68.8
27438,756,85,9,449.82,58.83
27439,874,186,1,248.7,51.02
27440,62,187,5,377.07,35.27
27441,415,261,2,531.49,107.49
27442,596,167,7,177.09,13.66
27443,489,81,6,168.09,23.63
27444,775,225,2,87.88,12.08
27445,253,11,1,215.2,33.57
27446,418,75,6,491.35,106.51
27447,229,113,10,179.49,27.71
27448,807,7,6,749.95,49
27449,780,60,5,597.92,140.23
27450,605,134,7,174.26,21.39
27451,607,213,6,450.53,94.84
27452,695,122,8,552.04,127.69
27453,175,85,8,127.77,7.96
27454,744,211,5,201.2,42.62
27455,782,251,4,723.66,58.91
27456,433,228,4,704.83,65.15
27457,22,297,8,109.96,22.9
27458,47,211,4,443.29,62.15
27459,143,19,3,388.54,24.08
27460,648,253,5,52.51,11.03
27461,671,140,4,733.43,79.9
27462,480,45,9,361.02,26.21
27463,130,12,2,726.46,93.16
27464,478,73,10,135.05,8.24
27465,569,300,5,25.26,4.65
27466,321,230,8,503.68,64.36
27467,104,285,10,485.61,39.8
27468,633,173,10,378.84,21.34
27469,984,80,6,96.1,10.55
27470,756,71,3,620.76,109.63
27471,813,99,4,569.53,57.89
27472,406,106,7,213.27,25.28
27473,509,154,4,517.3,107.29
27474,971,260,9,102.41,7.24
27475,613,162,7,387.75,78.32
27476,422,244,8,48.86,6.09
27477,210,177,2,333.62,32.8
27478,751,87,6,429.4,79.34
27479,432,300,2,277.82,42.29
27480,391,111,6,581.98,69.21
27481,856,282,10,122.54,10.48
27482,54,84,8,25.71,6.4
27483,152,115,9,344.22,79.32
27484,870,44,9,620.7,33.05
27485,992,26,5,611.74,108.36
27486,312,10,4,201.07,16.48
27487,725,56,6,525.12,111.56
27488,587,207,10,344.91,20.02
27489,786,104,4,708.16,174.89
27490,50,162,1,160.24,28.47
27491,275,58,10,104.01,14.47
27492,869,177,8,240.08,31.89
27493,243,295,1,563.44,120.83
27494,35,115,2,49.88,3.87
27495,247,12,1,207,30.01
27496,507,5,1,608.59,62.31
27497,221,275,5,593.15,122.35
27498,455,198,9,342.15,21.19
27499,99,291,9,220.27,43.25
27500,696,132,4,270.09,38.93
27501,421,144,1,306.37,35.1
27502,113,97,2,173.82,37.42
27503,294,75,2,367.09,44.85
27504,172,143,8,658.11,53.3
27505,21,84,1,102.07,16.22
27506,974,145,6,651.95,44.52
27507,222,247,3,542.47,51.02
27508,12,82,10,432.59,33.15
27509,689,81,1,656.02,119.35
27510,783,37,10,534.89,117.92
27511,217,102,2,694.89,130.98
27512,17,90,2,683.72,51.71
27513,401,300,8,119.64,7.63
27514,559,96,1,435.78,90.7
27515,412,4,5,351.88,34.37
27516,722,201,2,519.98,96.26
27517,90,15,3,459.2,50.24
27518,33,72,2,52.69,7.94
27519,731,98,6,546.06,60.38
27520,630,143,4,514.04,64
27521,509,159,8,468.43,44.3
27522,878,110,9,613.52,42.39
27523,887,164,8,238.69,50.19
27524,668,97,1,198.15,20.64
27525,863,7,6,181.58,16.54
27526,268,201,2,27.96,6.61
27527,597,32,5,595.5,107.74
27528,552,181,1,24.81,3.36
27529,629,138,3,515.3,67.04
27530,705,161,5,717.45,148.4
27531,806,168,5,677.03,160.84
27532,776,18,4,28.14,5.33
27533,777,258,5,735.45,183.72
27534,736,139,3,201.66,30.41
27535,594,133,9,302.11,57.41
27536,21,72,5,393.78,38.07
27537,364,81,4,175.18,27.54
27538,84,205,9,475.48,92.44
27539,545,122,2,426.98,39.8
27540,231,43,1,14.3,1.88
27541,141,64,9,314.61,59.34
27542,280,195,5,560.7,39.41
27543,531,138,10,574.39,31.46
27544,679,75,10,69.84,9.75
27545,639,192,2,341.45,34.02
27546,376,265,9,140.72,8.47
27547,918,34,2,235.57,28.9
27548,835,79,10,175.51,15.27
27549,934,244,9,363.69,24.12
27550,953,99,4,268.14,27.54
27551,945,112,8,596,38.54
27552,561,297,3,734.95,149.5
27553,233,40,3,427.3,62.39
27554,313,26,2,537.71,36.19
27555,329,38,4,280.8,47
27556,993,132,5,469.77,46.35
27557,753,133,8,78.12,6.5
27558,747,15,9,451.99,88.03
