idventa,idcliente,idusuario,tipo_comprobante,serie_comprobante,num_comprobante,fecha,impuesto,total,estado
2254,202,2,Invoice,L,L559824,2022-05-09,4.59,4923.37,Pending
2255,190,7,Receipt,L,L464898,2023-01-18,13.57,610.53,Pending
2256,564,15,Invoice,H,H918596,2023-11-10,5.54,3174.89,Processed
2257,185,37,Invoice,P,P571104,2023-02-17,5.92,9440.87,Pending
2258,254,5,Receipt,C,C120344,2022-07-14,7.7,2717.68,Processed
2259,376,31,Invoice,K,K854581,2021-06-01,9.56,9790.04,Processed
2260,234,13,Invoice,E,E763639,2021-02-02,2.57,2085.47,Cancelled
2261,133,17,Receipt,E,E282654,2021-07-08,0.06,5705.84,Cancelled
2262,433,14,Receipt,X,X067498,2020-05-12,6.24,6445.67,Processed
2263,428,27,Invoice,U,U707431,2023-11-03,7.57,1864.47,Processed
2264,594,7,Receipt,Z,Z261007,2022-09-16,4.37,4788.41,Pending
2265,185,37,Receipt,S,S758403,2020-06-11,4.69,8141.32,Cancelled
2266,432,23,Receipt,G,G110965,2022-10-04,1.98,5502.31,Pending
2267,534,41,Receipt,S,S000560,2021-03-19,2.61,6739.44,Processed
2268,395,17,Receipt,X,X174463,2022-06-28,1.3,1403.04,Processed
2269,319,1,Invoice,D,D355144,2022-02-18,14.23,1930,Pending
2270,206,48,Receipt,D,D004404,2020-11-09,4.84,3310.86,Cancelled
2271,422,22,Invoice,L,L880249,2023-11-19,3.16,1983.27,Pending
2272,171,8,Receipt,C,C767002,2020-08-16,5.84,316.26,Processed
2273,524,32,Receipt,H,H431613,2023-08-07,13.95,8835.08,Cancelled
2274,303,14,Invoice,R,R763978,2022-10-02,12.78,9296.2,Pending
2275,365,8,Invoice,P,P198774,2022-12-27,8.09,281.19,Cancelled
2276,547,18,Receipt,N,N494316,2022-10-31,11.9,2574.17,Processed
2277,579,40,Invoice,U,U272729,2020-09-29,5.11,6557.81,Pending
2278,412,28,Receipt,Z,Z754968,2022-06-14,3.35,8309.43,Pending
2279,438,14,Receipt,P,P370781,2023-02-22,4.98,739.39,Cancelled
2280,484,50,Receipt,P,P660751,2023-02-19,8.17,5313.53,Cancelled
2281,483,21,Receipt,V,V673248,2020-07-22,4.68,8060.11,Processed
2282,439,39,Receipt,B,B670480,2020-12-26,13.28,9718.93,Pending
2283,362,11,Invoice,A,A418064,2022-04-18,0.54,3251.4,Cancelled
2284,524,17,Receipt,P,P053780,2020-08-13,9.62,1162.73,Pending
2285,401,26,Receipt,H,H373148,2022-11-09,12.41,1724.83,Processed
2286,157,18,Receipt,X,X461169,2022-06-02,3.46,9933.7,Cancelled
2287,408,48,Receipt,C,C393537,2022-10-23,7.8,3218.28,Pending
2288,581,17,Receipt,D,D213048,2021-11-05,0.86,4430.38,Processed
2289,554,18,Invoice,J,J868244,2020-10-08,4.33,7247.85,Processed
2290,533,45,Receipt,X,X039721,2022-01-08,3.31,4187.43,Pending
2291,510,13,Receipt,G,G834359,2020-02-24,1.86,5375.41,Processed
2292,365,34,Receipt,X,X068895,2023-04-30,2.93,6480.38,Pending
2293,310,41,Receipt,W,W077035,2021-08-06,6.28,3782.11,Cancelled
2294,133,17,Receipt,O,O084740,2021-06-04,7.69,3984.19,Pending
2295,180,45,Receipt,T,T082467,2022-02-27,14.61,4584.45,Cancelled
2296,455,48,Receipt,B,B670154,2020-11-22,12,9923.38,Pending
2297,333,31,Receipt,F,F520107,2023-06-13,8.54,1498.84,Cancelled
2298,504,27,Invoice,Z,Z710650,2021-02-05,0.11,1390.16,Processed
2299,537,7,Invoice,J,J566183,2020-06-23,0.65,1328.55,Processed
2300,186,44,Receipt,B,B338475,2022-09-06,2.07,5863.44,Cancelled
2301,333,19,Invoice,F,F317844,2023-07-06,6.35,9534.2,Processed
2302,306,12,Receipt,W,W486711,2021-05-15,2.62,7453.96,Processed
2303,137,4,Receipt,Q,Q816847,2023-10-17,5.4,5079.94,Pending
2304,308,10,Invoice,H,H982682,2023-08-16,9.52,7746.61,Cancelled
2305,409,8,Receipt,R,R945597,2020-12-28,14.06,4230.08,Pending
2306,269,2,Receipt,N,N006049,2022-07-24,12.18,3862.93,Cancelled
2307,251,43,Invoice,N,N414672,2023-12-19,0.85,7111.96,Processed
2308,454,12,Receipt,X,X016008,2020-11-28,6.54,7983.56,Pending
2309,564,18,Invoice,B,B115425,2023-02-25,2.62,7401.66,Cancelled
2310,340,46,Invoice,W,W380862,2022-05-17,3.03,935.59,Processed
2311,450,1,Receipt,D,D362463,2023-10-12,8.13,518.69,Pending
2312,155,41,Receipt,E,E113112,2020-07-01,0.9,5165.84,Cancelled
2313,370,43,Invoice,J,J175992,2021-07-28,7.85,5934.59,Cancelled
2314,412,7,Receipt,C,C881768,2022-06-19,11.98,2056.76,Processed
2315,318,20,Invoice,E,E613943,2020-05-27,8.6,8305.36,Processed
2316,411,26,Invoice,A,A080531,2020-04-30,8.74,6644.85,Cancelled
2317,203,46,Invoice,T,T103963,2021-04-27,8.95,1959.61,Processed
2318,198,26,Invoice,E,E648023,2023-08-22,9.27,8075.71,Pending
2319,418,27,Receipt,Z,Z597345,2021-09-11,11.73,4681.7,Cancelled
2320,541,8,Receipt,A,A943787,2022-09-12,1.17,9506.79,Cancelled
2321,302,19,Invoice,W,W597212,2021-05-16,4.36,2723.75,Pending
2322,315,20,Receipt,O,O648061,2022-08-07,7.95,9685.91,Cancelled
2323,369,40,Receipt,H,H665693,2022-02-06,9.78,8168.41,Cancelled
2324,139,17,Receipt,A,A488978,2022-01-31,0.55,8595.04,Processed
2325,340,3,Invoice,O,O817337,2021-07-17,4.17,1506.81,Processed
2326,140,8,Receipt,T,T399979,2020-05-20,11.1,4103,Cancelled
2327,362,28,Receipt,L,L071626,2020-03-14,6.06,3818.84,Cancelled
2328,397,31,Invoice,T,T616019,2022-07-07,3.95,2421.42,Cancelled
2329,192,27,Invoice,R,R380293,2023-07-26,9.07,4372.9,Cancelled
2330,589,39,Receipt,L,L438059,2020-12-07,6.71,9848.19,Cancelled
2331,452,45,Receipt,T,T873529,2023-12-04,8.02,8294.68,Processed
2332,120,43,Invoice,L,L840682,2020-07-24,1.49,781.7,Cancelled
2333,572,44,Invoice,I,I599791,2023-04-23,13.52,3840.22,Processed
2334,560,42,Invoice,K,K544299,2020-06-13,11.88,4237.58,Processed
2335,171,9,Receipt,C,C586831,2022-09-01,4.96,5746.82,Processed
2336,223,37,Invoice,L,L711501,2021-12-17,2.21,3663.29,Cancelled
2337,364,23,Receipt,S,S103398,2021-06-01,6.69,7080.84,Pending
2338,368,26,Receipt,Z,Z186831,2021-07-13,2.89,6293.56,Cancelled
2339,452,45,Invoice,N,N587615,2022-12-16,7.11,2720.61,Pending
2340,185,30,Invoice,Z,Z677292,2021-11-15,2.17,3642.65,Pending
2341,317,28,Invoice,N,N791695,2022-11-10,12.22,9017.09,Processed
2342,458,47,Invoice,C,C220943,2020-08-05,11.86,6470.54,Pending
2343,290,49,Receipt,P,P029512,2020-04-22,6.94,8730.45,Processed
2344,138,16,Invoice,O,O432645,2022-12-10,4.54,743.13,Pending
2345,290,31,Invoice,L,L182536,2020-10-29,0.01,8831.3,Cancelled
2346,267,44,Receipt,N,N429906,2023-07-08,3.97,3580.61,Pending
2347,314,25,Invoice,A,A999060,2021-12-23,8.55,6244.44,Cancelled
2348,219,8,Receipt,B,B500337,2022-08-19,14.66,6733.94,Processed
2349,530,3,Receipt,K,K194039,2021-12-11,2.11,4058.67,Pending
2350,296,34,Invoice,P,P037076,2020-12-24,2.02,3740.65,Processed
2351,579,43,Receipt,K,K861147,2023-12-11,8.04,6054.09,Processed
2352,486,16,Invoice,D,D698832,2021-04-20,2.15,9576.41,Pending
2353,209,6,Invoice,E,E780171,2021-02-07,13.24,9382.88,Processed
2354,262,27,Invoice,E,E044907,2020-05-10,10.32,3469.78,Cancelled
2355,151,37,Receipt,W,W959350,2020-05-31,5.12,4258.7,Cancelled
2356,162,36,Receipt,P,P184751,2022-11-06,6.65,7472.73,Cancelled
2357,416,15,Receipt,U,U498617,2022-07-08,9.99,4118.48,Processed
2358,228,2,Invoice,K,K108692,2023-12-26,13.99,565.35,Pending
2359,284,47,Invoice,F,F780549,2020-10-07,0.78,9789.48,Pending
2360,136,6,Invoice,T,T105693,2020-10-11,6.65,5099.58,Cancelled
2361,469,38,Invoice,S,S115063,2021-10-12,4.39,4206.58,Pending
2362,193,16,Receipt,C,C393088,2021-07-06,12.56,4892.28,Cancelled
2363,212,13,Receipt,I,I787921,2022-05-04,4.56,4290.08,Cancelled
2364,179,41,Receipt,K,K742962,2022-01-06,12.6,5635.76,Pending
2365,238,42,Invoice,D,D162771,2022-12-03,12.98,5297.32,Processed
2366,541,9,Receipt,S,S773471,2023-12-27,11.82,1261.86,Cancelled
2367,430,49,Invoice,Y,Y044946,2020-04-18,6.19,5840.43,Cancelled
2368,393,34,Invoice,P,P442034,2023-11-26,7.41,5023.93,Pending
2369,336,36,Receipt,D,D417423,2023-08-31,4.11,9667.55,Cancelled
2370,574,46,Receipt,Z,Z200216,2023-02-21,4.66,4603.22,Cancelled
2371,328,11,Invoice,T,T436553,2021-11-05,2.3,709.9,Cancelled
2372,288,44,Invoice,H,H677248,2021-01-14,13.97,2456.28,Cancelled
2373,389,17,Invoice,S,S531176,2022-09-07,2.44,6483.35,Pending
2374,295,29,Invoice,P,P294476,2023-08-27,12.26,7619.78,Cancelled
2375,214,1,Invoice,C,C080306,2021-11-06,7.86,4443.52,Processed
2376,291,31,Invoice,I,I194272,2022-02-20,6.51,2606.54,Cancelled
2377,428,8,Receipt,A,A088667,2020-12-09,0.65,6223.56,Cancelled
2378,479,48,Invoice,K,K204103,2022-12-27,7.03,1197.62,Pending
2379,407,48,Receipt,I,I184937,2022-02-03,3.69,4122.89,Pending
2380,376,11,Invoice,P,P883857,2021-09-11,7.07,820.07,Processed
2381,313,22,Receipt,Q,Q423260,2020-12-03,3.91,640.76,Cancelled
2382,266,35,Receipt,M,M356870,2022-12-10,5.91,5753.23,Pending
2383,594,10,Invoice,P,P214387,2023-10-15,13.65,1117.03,Pending
2384,590,26,Receipt,B,B363352,2021-07-25,7.57,6814.62,Pending
2385,397,12,Invoice,L,L238324,2021-01-15,4.3,2561.46,Pending
2386,114,16,Receipt,L,L026758,2023-04-28,7.47,8459.11,Processed
2387,290,36,Receipt,A,A264974,2022-06-25,4.01,8563.8,Cancelled
2388,354,36,Invoice,L,L462843,2020-10-29,3.03,2068.86,Cancelled
2389,317,18,Invoice,U,U099185,2023-03-27,1.32,2671.83,Cancelled
2390,455,19,Invoice,S,S832668,2023-07-31,7.71,7325.69,Processed
2391,371,14,Invoice,I,I011032,2020-08-13,10.31,4765.61,Processed
2392,405,18,Invoice,S,S952432,2021-12-10,11.91,7660.45,Processed
2393,209,46,Receipt,M,M019254,2023-06-06,0.37,2689.22,Processed
2394,165,13,Invoice,X,X931629,2020-01-17,13.73,8164.77,Cancelled
2395,543,4,Invoice,F,F635476,2023-10-10,11.63,6184.94,Pending
2396,348,4,Invoice,G,G434503,2022-08-25,3.64,6871.01,Cancelled
2397,570,43,Invoice,K,K074418,2022-06-26,11.88,8154.38,Pending
2398,251,26,Invoice,Q,Q596168,2023-06-29,3.45,2258.73,Processed
2399,307,7,Receipt,R,R412676,2020-08-22,10.05,5551.43,Cancelled
2400,570,13,Invoice,H,H589910,2020-05-24,11.65,2409.92,Pending
2401,215,12,Receipt,U,U581296,2022-10-02,14.49,8827.33,Processed
2402,180,19,Receipt,V,V139427,2022-05-24,12.72,9773.61,Processed
2403,297,44,Receipt,Y,Y047841,2020-02-15,3.1,5882.09,Cancelled
2404,519,2,Receipt,H,H348649,2023-12-18,2.56,6392.95,Processed
2405,329,10,Invoice,F,F949042,2020-03-11,14.69,4486.21,Cancelled
2406,253,29,Receipt,L,L413637,2022-10-30,4.73,1035.54,Pending
2407,376,13,Receipt,J,J783941,2020-08-10,14.83,6256.04,Cancelled
2408,343,20,Invoice,L,L137567,2020-12-16,10.9,3911,Processed
2409,254,4,Receipt,F,F268296,2023-06-02,1.35,8138.76,Pending
2410,415,30,Invoice,Q,Q840404,2022-11-29,5.46,2503.11,Processed
2411,263,16,Invoice,S,S445426,2021-07-09,13.13,1276.14,Cancelled
2412,596,43,Invoice,P,P573728,2020-09-29,3.22,2990.22,Pending
2413,224,43,Invoice,Y,Y314479,2022-09-04,2.22,3357.02,Cancelled
2414,499,23,Invoice,W,W926168,2021-08-05,5.75,8878.24,Processed
2415,599,12,Receipt,P,P745341,2023-01-26,3.29,6421.73,Pending
2416,256,33,Invoice,K,K279230,2022-11-27,1.8,2313.83,Processed
2417,442,20,Receipt,O,O673216,2023-10-01,6.31,7537.75,Pending
2418,312,31,Invoice,F,F089036,2023-08-01,4.31,528.18,Pending
2419,210,27,Receipt,P,P210588,2020-10-15,11.37,9006,Cancelled
2420,473,16,Receipt,U,U933804,2023-12-05,1.69,4464.83,Pending
2421,204,11,Receipt,M,M116828,2020-04-22,2.35,714.34,Processed
2422,438,16,Receipt,P,P260131,2021-01-25,2.72,6920.99,Cancelled
2423,397,8,Invoice,F,F911257,2020-03-12,10.16,3021.99,Cancelled
2424,135,43,Receipt,X,X129417,2021-01-12,10.67,4142.76,Cancelled
2425,403,34,Invoice,O,O750572,2020-05-30,13.22,7520.61,Pending
2426,114,9,Invoice,N,N105007,2020-04-23,4.19,2019.31,Processed
2427,406,1,Invoice,O,O590342,2020-07-07,6.6,2509.01,Pending
2428,431,2,Invoice,A,A477433,2023-01-26,3.11,8077.64,Processed
2429,242,4,Invoice,C,C283334,2021-01-06,11.66,8337.97,Pending
2430,200,34,Receipt,C,C597215,2022-06-13,11.21,2546.54,Cancelled
2431,427,19,Invoice,L,L437410,2022-01-22,1.64,6481.96,Pending
2432,136,39,Receipt,S,S975679,2020-10-23,8.19,8381.36,Processed
2433,167,40,Receipt,P,P037924,2020-04-30,2.99,9558.09,Cancelled
2434,545,49,Receipt,Q,Q524915,2023-04-19,11.3,3910.3,Pending
2435,204,49,Receipt,E,E887832,2022-11-09,14.19,4072.66,Cancelled
2436,307,15,Receipt,L,L876213,2022-07-02,7.96,5191.71,Pending
2437,141,48,Receipt,O,O142597,2023-09-04,6.87,9859.43,Cancelled
2438,509,46,Invoice,F,F017540,2023-04-19,5.98,9474.83,Cancelled
2439,314,4,Invoice,D,D693643,2023-05-07,1.27,498.85,Cancelled
2440,562,44,Invoice,C,C551878,2023-05-13,13.33,4217.52,Cancelled
2441,470,2,Receipt,G,G152250,2020-10-01,0.65,2589.09,Cancelled
2442,219,15,Invoice,U,U340072,2021-01-03,9.38,4455.09,Processed
2443,122,5,Invoice,K,K476001,2020-01-20,13.96,7145.46,Cancelled
2444,510,17,Invoice,N,N965762,2020-01-28,6.47,2778.81,Processed
2445,490,49,Invoice,I,I210212,2022-08-03,7.84,3572.79,Cancelled
2446,275,23,Receipt,B,B073694,2020-09-07,13.46,1276.65,Pending
2447,280,45,Invoice,K,K808703,2023-09-02,4.83,2476.35,Cancelled
2448,416,45,Receipt,B,B277632,2023-10-08,0.66,6088.61,Pending
2449,393,9,Receipt,H,H870532,2021-07-30,5.33,6835.14,Pending
2450,157,7,Receipt,K,K080880,2022-03-04,7.9,5558.62,Cancelled
2451,236,42,Receipt,J,J058480,2021-09-11,5.06,7380.23,Processed
2452,537,37,Invoice,O,O930817,2022-09-02,3.41,9638.34,Cancelled
2453,352,33,Receipt,H,H290242,2021-11-26,10.48,9806.7,Processed
2454,448,47,Invoice,K,K145349,2023-02-04,6.05,9871.5,Cancelled
2455,496,15,Invoice,A,A419771,2021-04-23,0.7,3112.71,Cancelled
2456,372,36,Receipt,K,K612558,2020-08-28,3.72,4741.94,Processed
2457,577,17,Invoice,Q,Q101428,2023-01-05,8.09,1580.95,Processed
2458,543,44,Receipt,N,N382602,2020-05-05,4.08,1914.46,Cancelled
2459,256,33,Invoice,N,N659909,2023-07-08,12.01,3569.82,Processed
2460,445,16,Receipt,C,C223669,2022-06-25,9.44,8999.44,Processed
2461,271,4,Invoice,Q,Q146747,2021-07-05,12,3521.78,Cancelled
2462,322,23,Receipt,W,W335968,2023-10-22,1.06,7682.04,Processed
2463,143,28,Invoice,M,M865951,2022-05-09,14.46,7608.06,Pending
2464,421,48,Invoice,W,W491918,2022-07-21,3.26,2603.23,Pending
2465,252,14,Receipt,D,D099787,2022-03-28,7.47,9866.88,Processed
2466,384,33,Invoice,E,E091530,2022-02-26,1.69,8657.44,Pending
2467,554,38,Receipt,G,G145182,2020-09-28,4.02,6770.26,Processed
2468,326,31,Receipt,L,L003647,2020-03-10,10.39,2328.96,Cancelled
2469,169,24,Receipt,H,H717224,2021-06-24,14.31,9995.14,Processed
2470,534,18,Receipt,O,O458303,2020-12-27,5.25,2763.23,Processed
2471,302,46,Receipt,D,D684835,2020-06-20,4.12,8000.82,Pending
2472,166,40,Receipt,M,M477736,2020-02-09,8.72,5709.95,Processed
2473,348,9,Receipt,G,G496055,2020-03-31,11.76,8969.46,Processed
2474,200,31,Invoice,W,W722687,2021-10-29,1.17,1346.2,Cancelled
2475,473,25,Invoice,I,I185851,2023-10-10,10.03,4605.76,Pending
2476,144,24,Receipt,E,E800698,2020-11-12,9.32,5092.66,Processed
2477,422,49,Invoice,Z,Z315199,2023-08-21,12.56,6917.3,Cancelled
2478,112,11,Invoice,R,R844553,2021-05-09,7.5,8314.02,Pending
2479,533,39,Receipt,M,M483063,2023-05-17,6.31,8425.41,Processed
2480,553,50,Receipt,P,P938890,2020-07-14,4.24,7215.22,Cancelled
2481,172,14,Receipt,L,L457248,2023-11-25,14.25,8814.56,Pending
2482,391,21,Invoice,L,L271857,2020-03-12,13.01,7121.89,Cancelled
2483,302,35,Invoice,P,P226203,2020-06-17,10.25,4345.97,Cancelled
2484,125,48,Receipt,B,B956001,2020-08-31,12.38,5598.5,Processed
2485,152,23,Receipt,L,L543182,2021-05-19,3.26,8456.87,Processed
2486,362,49,Receipt,M,M754169,2021-03-10,9.12,1028.82,Cancelled
2487,577,19,Invoice,R,R699642,2020-03-16,3.86,7279.02,Pending
2488,461,15,Invoice,H,H555531,2022-07-03,4.76,2411.55,Cancelled
2489,313,17,Receipt,Y,Y762288,2022-10-28,1.21,6307.3,Cancelled
2490,369,13,Invoice,V,V888605,2020-02-06,4.98,5597.72,Pending
2491,581,25,Invoice,D,D777681,2021-11-11,3.03,5724.7,Processed
2492,578,34,Invoice,T,T610560,2021-06-09,5.9,9777.76,Pending
2493,156,10,Invoice,X,X731104,2022-12-19,6.03,5248.74,Processed
2494,459,29,Receipt,B,B161923,2021-03-26,3.98,7768.35,Cancelled
2495,147,4,Receipt,F,F149616,2021-02-12,12.02,3901.33,Cancelled
2496,315,6,Receipt,H,H805026,2021-09-30,12.39,7351.7,Processed
2497,434,2,Receipt,S,S189099,2020-02-19,7.76,6681.79,Pending
2498,504,16,Receipt,O,O595069,2020-06-29,11,8101.52,Processed
2499,214,48,Invoice,V,V284288,2020-01-16,10.24,1178.71,Processed
2500,514,22,Receipt,B,B538906,2023-06-09,3.5,3239.3,Cancelled
2501,291,41,Receipt,L,L633429,2023-09-17,2.85,2134.93,Cancelled
2502,175,44,Invoice,D,D625878,2023-08-30,7.04,5063.11,Pending
2503,321,17,Invoice,F,F045233,2022-12-25,1.15,3766.83,Pending
2504,333,37,Receipt,U,U627187,2020-10-10,2.35,297.15,Cancelled
2505,497,5,Receipt,G,G128388,2023-05-07,6.91,7654.19,Cancelled
2506,330,49,Receipt,I,I233927,2020-10-21,9.37,2391.42,Processed
2507,504,12,Receipt,P,P865093,2020-05-09,6.67,6194.42,Processed
2508,496,31,Invoice,I,I203419,2021-02-20,11.97,6609.77,Cancelled
2509,462,15,Invoice,A,A398395,2020-08-30,11.18,8830.92,Processed
2510,121,30,Invoice,H,H283130,2021-01-05,2.22,4950.81,Processed
2511,307,8,Invoice,Z,Z064595,2021-11-15,13.79,4439.23,Cancelled
2512,555,42,Receipt,F,F972934,2023-08-18,5.62,5501.13,Pending
2513,431,5,Invoice,D,D237989,2022-06-11,0.72,9323.82,Pending
2514,227,22,Invoice,V,V166468,2023-05-29,4.63,7507.31,Processed
2515,438,17,Receipt,N,N945809,2021-08-28,12.98,938.18,Processed
2516,213,2,Invoice,S,S489135,2020-05-19,12.87,704.7,Pending
2517,201,47,Receipt,U,U043443,2022-06-25,3.66,7829.68,Cancelled
2518,198,10,Invoice,Z,Z872750,2020-04-27,6.4,5261.56,Pending
2519,454,15,Invoice,P,P783853,2020-01-06,0.48,1819.21,Processed
2520,422,10,Receipt,H,H926951,2022-05-14,3.24,1286.08,Cancelled
2521,163,33,Receipt,E,E123085,2020-01-28,8.15,8626.87,Cancelled
2522,501,1,Invoice,U,U771883,2023-06-17,3,9016.89,Pending
2523,279,24,Receipt,L,L473604,2023-04-19,6.95,7555.52,Cancelled
2524,242,35,Receipt,E,E216093,2022-05-16,14.54,1387.02,Cancelled
2525,450,17,Receipt,U,U170941,2021-11-23,3.61,365.88,Cancelled
2526,314,5,Receipt,F,F420797,2023-03-20,11.18,5252.07,Cancelled
2527,316,44,Invoice,F,F945125,2022-08-25,12.29,1159.57,Processed
2528,412,12,Receipt,K,K247105,2021-04-10,2.88,9927.11,Cancelled
2529,336,20,Invoice,G,G991445,2023-12-11,5.28,5398.26,Pending
2530,313,22,Receipt,B,B898534,2021-08-22,13.36,9478.38,Cancelled
2531,420,37,Receipt,Z,Z325277,2021-07-14,8.71,176.29,Processed
2532,142,8,Invoice,U,U324907,2021-03-23,9.21,3826.34,Cancelled
2533,317,13,Invoice,T,T943963,2023-09-22,5.23,5727.04,Cancelled
2534,211,12,Receipt,M,M909248,2020-05-08,7.45,2225.89,Processed
2535,193,14,Receipt,H,H920947,2020-01-15,2.78,7224.14,Cancelled
2536,306,20,Receipt,Q,Q540166,2021-09-03,1.24,8622.2,Pending
2537,531,2,Invoice,Z,Z134987,2021-06-10,1.15,3934.31,Pending
2538,143,30,Receipt,U,U275654,2020-05-19,9.94,5129.63,Cancelled
2539,320,47,Invoice,D,D336557,2023-03-07,3.04,5623.27,Pending
2540,126,15,Invoice,E,E555850,2020-01-24,6.89,6274.55,Processed
2541,324,10,Receipt,X,X459363,2022-06-25,6.28,5287.64,Pending
2542,328,39,Receipt,Q,Q519543,2021-03-31,12.72,8222.01,Cancelled
2543,461,29,Receipt,S,S587323,2021-10-16,13.18,292.08,Cancelled
2544,543,26,Invoice,V,V252117,2021-03-13,12.55,5087.43,Processed
2545,533,7,Invoice,I,I727551,2023-09-13,0.17,2187.69,Pending
2546,548,40,Invoice,W,W606515,2022-12-12,5.4,8218.75,Processed
2547,411,28,Receipt,X,X240814,2021-08-08,4.86,7531.45,Pending
2548,355,33,Receipt,V,V294840,2022-10-16,7.72,7101.51,Processed
2549,597,17,Receipt,E,E740320,2021-09-30,13.76,6542.72,Processed
2550,325,49,Invoice,F,F669433,2021-07-19,7.72,9676.18,Processed
2551,310,34,Invoice,M,M120137,2023-09-13,0.17,1948.55,Pending
2552,344,5,Receipt,T,T790522,2020-04-20,10.1,982.44,Processed
2553,407,37,Invoice,Z,Z327648,2021-12-14,0.12,1677.17,Pending
2554,295,32,Receipt,G,G541310,2022-05-18,6.46,1710.65,Processed
2555,439,39,Receipt,E,E833640,2022-10-08,6.82,6190.08,Pending
2556,222,13,Receipt,J,J610671,2020-10-30,9.97,3883.37,Processed
2557,352,24,Invoice,A,A458629,2021-02-24,0.3,884.76,Processed
2558,498,36,Receipt,W,W107498,2023-04-18,13.66,1492.89,Processed
2559,274,24,Invoice,F,F850804,2021-10-25,7.79,1625.63,Pending
2560,151,2,Receipt,Y,Y587171,2023-03-03,9.18,5386.47,Pending
2561,154,49,Invoice,I,I502561,2022-05-30,14.3,9003.56,Cancelled
2562,569,16,Invoice,H,H710426,2020-01-23,12.14,1244.88,Cancelled
2563,569,28,Invoice,E,E639657,2023-10-18,10.3,4221.84,Pending
2564,209,50,Receipt,N,N846766,2022-11-25,8.13,8644.11,Cancelled
2565,399,32,Receipt,V,V334236,2021-06-01,9.69,2248.35,Pending
2566,350,29,Receipt,E,E649812,2023-08-17,4.68,9568.94,Processed
2567,181,23,Receipt,V,V998141,2021-09-17,9.72,551.72,Cancelled
2568,263,38,Receipt,V,V464696,2023-01-13,12.24,4010.73,Cancelled
2569,346,10,Invoice,S,S322681,2020-05-07,3.9,9525.37,Processed
2570,232,32,Receipt,W,W227704,2021-03-25,4.08,623,Processed
2571,160,50,Invoice,C,C250059,2021-12-15,3.66,6872.26,Pending
2572,391,43,Invoice,Z,Z491973,2023-05-07,5.98,529.42,Processed
2573,301,13,Receipt,X,X766661,2021-05-25,10.86,5377.03,Pending
2574,323,37,Receipt,D,D547129,2021-03-23,0.63,9685.59,Processed
2575,266,24,Receipt,U,U165077,2021-11-19,2.52,3760.44,Cancelled
2576,433,35,Receipt,E,E042073,2020-11-02,12.52,3153.54,Cancelled
2577,406,45,Receipt,B,B681384,2023-04-20,12,7523.43,Pending
2578,582,50,Invoice,K,K775853,2021-01-27,11.63,4900.96,Cancelled
2579,194,5,Invoice,I,I431025,2023-05-27,8.96,7491.6,Processed
2580,518,7,Receipt,H,H752697,2023-02-17,9.39,4500.35,Pending
2581,328,1,Receipt,Y,Y620683,2023-05-29,7.15,9005.75,Pending
2582,315,47,Receipt,L,L275066,2021-10-31,13.22,692.43,Pending
2583,500,1,Receipt,V,V724021,2020-02-28,1.2,3004.55,Pending
2584,414,24,Invoice,X,X558706,2021-08-19,2.28,5436.65,Processed
2585,438,41,Invoice,Q,Q678940,2020-10-17,6.52,9456.8,Pending
2586,385,21,Invoice,B,B125459,2020-12-25,13.4,836.28,Pending
2587,156,42,Receipt,Y,Y623075,2021-10-31,1.38,1179.68,Cancelled
2588,361,22,Receipt,V,V351821,2020-09-29,4.78,1026.11,Pending
2589,136,47,Invoice,D,D971141,2021-05-13,11.18,2844.33,Pending
2590,230,22,Invoice,G,G657324,2023-12-18,4.5,8318.18,Cancelled
2591,346,48,Receipt,Q,Q928394,2021-10-19,4.69,1619.86,Processed
2592,311,22,Receipt,J,J986623,2020-04-14,0.01,5626.05,Cancelled
2593,307,49,Receipt,V,V478438,2021-10-16,11.32,8136.45,Cancelled
2594,428,6,Receipt,Z,Z795289,2022-06-03,0.5,5652.57,Cancelled
2595,380,1,Invoice,C,C523900,2023-04-20,6.94,4772.04,Processed
2596,309,43,Receipt,S,S379498,2023-04-07,5.16,6774.61,Cancelled
2597,161,1,Receipt,F,F605133,2022-05-13,0.14,5930.17,Processed
2598,243,9,Invoice,J,J834912,2020-05-06,0.61,9208.73,Processed
2599,415,23,Invoice,M,M494058,2021-03-14,10.18,8518.47,Processed
2600,294,30,Receipt,L,L865993,2022-06-17,11.16,385.49,Pending
2601,428,46,Invoice,M,M796280,2022-03-29,3.68,5036.28,Cancelled
2602,442,3,Invoice,Y,Y323774,2022-08-24,3.94,3591.6,Cancelled
2603,510,36,Invoice,H,H751200,2021-08-16,6.44,1802.76,Processed
2604,446,40,Invoice,N,N540416,2020-02-23,9.78,2267.25,Pending
2605,427,31,Invoice,X,X780028,2021-01-22,13.11,6621.96,Pending
2606,429,2,Invoice,K,K433521,2023-01-14,4.56,7212.48,Processed
2607,369,41,Invoice,Z,Z659724,2020-08-06,6.87,5692.72,Processed
2608,235,23,Invoice,C,C233353,2021-07-10,7.37,335.7,Cancelled
2609,194,35,Receipt,M,M400661,2021-10-12,8.88,8835.77,Cancelled
2610,395,39,Invoice,A,A276485,2023-06-17,0.61,5134.32,Pending
2611,333,13,Receipt,S,S322851,2021-05-05,9.22,5856.41,Processed
2612,240,22,Receipt,Z,Z337182,2020-10-18,1.22,3762.66,Processed
